A,B,C,D,board start,board end,lvl,path
0,3,1,4,"AC*BD********** ","* **ABCD********",21,15,14,10,6,2,1,5,4,0,1,2,3,7,6,5,1,2,3,7,6,5
0,3,2,8,"A*CB****D****** ","ABCD** *********",21,15,14,13,9,8,4,5,9,10,6,2,3,7,6,5,1,2,6,7,3,2
0,3,7,12,"A**B***C****D** ","*A***B **C***D**",21,15,14,13,12,8,9,10,6,7,3,2,1,0,4,5,6,7,11,10,9,5
0,3,8,1,"AD*B****C****** ","ABCD** *********",21,15,11,7,3,2,1,5,9,8,4,5,9,10,6,7,3,2,6,5,1,2
0,3,12,7,"A**B***D****C** ","ABCD** *********",21,15,14,13,12,8,9,13,14,10,9,5,6,2,3,7,6,10,9,5,1,2
0,3,12,10,"A**B******D*C** ","A****B ***C****D",21,15,14,13,12,8,9,13,14,10,11,7,3,2,6,7,11,15,14,10,9,5
0,3,13,2,"A*DB*********C* ","A****B****C ***D",21,15,14,13,9,10,6,2,3,7,11,10,6,2,1,5,6,7,11,10,14,15
0,3,13,4,"A**BD********C* ","A***B***C **D***",21,15,14,10,6,2,3,7,6,2,1,5,6,10,9,8,4,5,9,13,12,8
0,3,14,1,"AD*B**********C ","ABCD** *********",21,15,11,10,14,15,11,7,3,2,1,5,6,7,3,2,6,10,9,5,1,2
0,3,14,8,"A**B****D*****C ","*A***B **C***D**",21,15,11,10,14,13,9,8,12,13,9,10,6,2,3,7,6,2,1,0,4,5
0,7,1,4,"AC**D**B******* ","ABCD** *********",21,15,14,13,9,5,4,8,9,10,6,5,1,2,6,7,3,2,6,5,1,2
0,7,3,4,"A**CD**B******* ","ABCD** *********",21,15,14,13,9,5,4,8,9,10,6,7,3,2,6,5,1,2,6,7,3,2
0,7,3,8,"A**C***BD****** ","ABCD** *********",21,15,14,13,9,8,4,5,9,10,6,7,3,2,6,5,1,2,6,7,3,2
0,7,11,4,"A***D**B***C*** ","****ABCD*** ****",21,15,14,13,9,5,4,0,1,2,6,5,9,10,6,7,11,10,9,5,6,7
0,7,11,8,"A******BD**C*** ","A****B ***C****D",21,15,14,13,9,8,4,5,6,7,11,10,9,5,6,7,11,10,14,15,11,10
0,7,12,2,"A*D****B****C** ","ABCD** *********",21,15,14,13,12,8,9,13,14,10,9,5,6,7,3,2,6,10,9,5,1,2
0,7,12,4,"A***D**B****C** ","A***B***C **D***",21,15,14,10,6,7,11,10,9,5,6,10,14,13,12,8,4,5,9,13,12,8
0,7,13,1,"AD*****B*****C* ","A****B****C ***D",21,15,14,13,9,5,1,2,6,5,9,10,6,7,11,10,9,5,6,10,14,15
0,7,14,4,"A***D**B******C ","A****B****C ***D",21,15,11,10,9,5,4,8,9,5,6,7,11,10,9,5,6,7,11,10,14,15
0,10,3,12,"A**C******B*D** ","*A***B **C***D**",21,15,14,13,12,8,9,5,6,2,3,7,6,2,1,0,4,5,6,10,9,5
0,10,12,3,"A**D******B*C** ","****ABCD* ******",21,15,14,13,12,8,9,13,12,8,4,0,1,5,9,10,11,7,3,2,6,5
0,11,1,4,"AC**D******B*** ","*A***B **C***D**",21,15,14,10,11,7,6,10,9,5,4,8,9,5,1,0,4,8,12,13,9,5
0,11,2,4,"A*C*D******B*** ","* **ABCD********",21,15,14,10,11,7,6,10,9,5,4,0,1,2,6,5,1,2,3,7,6,5
0,11,4,1,"AD**C******B*** ","* **ABCD********",21,15,14,10,11,7,6,10,9,5,1,2,6,5,4,0,1,2,3,7,6,5
0,11,7,4,"A***D**C***B*** ","A****B****C*** D",21,15,14,10,11,7,6,10,9,5,4,8,9,5,6,10,9,13,14,10,11,15
0,11,8,1,"AD******C**B*** ","*A***B **C***D**",21,15,14,10,11,7,6,10,9,5,1,0,4,8,9,5,4,8,12,13,9,5
0,11,12,4,"A***D******BC** ","A***B***C **D***",21,15,14,10,11,15,14,13,12,8,9,10,6,5,9,8,4,5,9,13,12,8
0,11,13,2,"A*D********B*C* ","ABCD** *********",21,15,14,13,9,10,11,7,6,10,14,15,11,7,3,2,6,10,9,5,1,2
0,11,14,2,"A*D********B**C ","ABCD** *********",21,15,14,10,11,15,14,13,9,5,6,10,11,7,3,2,6,10,9,5,1,2
